Date,Close
1987-12-30,1005.19
1988-01-04,956.49
1988-01-05,996.1
1988-01-06,1006.01
1988-01-07,1014.47
1988-01-08,1026.69
1988-01-11,987.52
1988-01-12,986.89
1988-01-13,965.77
1988-01-14,974.46
1988-01-15,952.46
1988-01-18,1003.13
1988-01-19,980.18
1988-01-20,960.44
1988-01-21,949.24
1988-01-22,966.48
1988-01-25,962.63
1988-01-26,968.26
1988-01-27,959.67
1988-01-28,937.76
1988-01-29,936.0
1988-02-01,951.5
1988-02-02,955.67
1988-02-03,972.19
1988-02-04,990.22
1988-02-05,979.38
1988-02-08,986.95
1988-02-09,983.31
1988-02-10,997.14
1988-02-11,1024.69
1988-02-12,1033.49
1988-02-15,1049.35
1988-02-16,1055.77
1988-02-17,1053.27
1988-02-18,1051.94
1988-02-19,1046.78
1988-02-22,1059.48
1988-02-23,1069.03
1988-02-24,1069.9
1988-02-25,1091.59
1988-02-26,1079.4
1988-02-29,1083.34
1988-03-01,1087.32
1988-03-02,1080.44
1988-03-03,1082.24
1988-03-04,1075.13
1988-03-07,1077.37
1988-03-08,1079.42
1988-03-09,1078.62
1988-03-10,1082.54
1988-03-11,1073.45
1988-03-14,1071.89
1988-03-15,1088.13
1988-03-16,1098.76
1988-03-17,1104.27
1988-03-18,1123.27
1988-03-21,1111.62
1988-03-22,1107.1
1988-03-23,1116.11
1988-03-24,1100.45
1988-03-25,1065.71
1988-03-28,1037.26
1988-03-29,1062.33
1988-03-30,1066.5
1988-03-31,1062.33
1988-04-05,1063.28
1988-04-06,1073.02
1988-04-07,1081.9
1988-04-08,1078.41
1988-04-11,1088.24
1988-04-12,1102.33
1988-04-13,1094.12
1988-04-14,1093.12
1988-04-15,1071.23
1988-04-18,1075.13
1988-04-19,1083.45
1988-04-20,1075.76
1988-04-21,1067.5
1988-04-22,1067.06
1988-04-25,1066.82
1988-04-26,1053.71
1988-04-27,1054.3
1988-04-28,1058.25
1988-04-29,1049.17
1988-05-02,1052.84
1988-05-03,1040.95
1988-05-04,1047.39
1988-05-05,1044.66
1988-05-06,1037.24
1988-05-09,1023.62
1988-05-10,1010.15
1988-05-11,994.35
1988-05-13,1006.97
1988-05-16,1049.59
1988-05-17,1046.36
1988-05-18,1043.2
1988-05-19,1020.32
1988-05-20,1031.33
1988-05-24,1031.92
1988-05-25,1043.61
1988-05-26,1046.62
1988-05-27,1054.92
1988-05-30,1064.61
1988-05-31,1075.66
1988-06-01,1095.43
1988-06-03,1102.03
1988-06-06,1105.91
1988-06-07,1101.13
1988-06-08,1097.67
1988-06-09,1125.66
1988-06-10,1115.78
1988-06-13,1122.26
1988-06-14,1117.84
1988-06-15,1134.02
1988-06-16,1124.14
1988-06-20,1104.7
1988-06-21,1119.56
1988-06-22,1137.23
1988-06-23,1135.77
1988-06-24,1131.19
1988-06-27,1138.84
1988-06-28,1124.73
1988-06-29,1133.52
1988-06-30,1133.81
1988-07-01,1153.68
1988-07-04,1170.44
1988-07-05,1177.4
1988-07-06,1194.96
1988-07-07,1186.42
1988-07-08,1199.92
1988-07-11,1191.53
1988-07-12,1182.47
1988-07-13,1167.74
1988-07-14,1185.15
1988-07-15,1189.59
1988-07-18,1188.4
1988-07-19,1168.58
1988-07-20,1169.79
1988-07-21,1181.05
1988-07-22,1156.25
1988-07-25,1149.77
1988-07-26,1167.65
1988-07-27,1176.5
1988-07-28,1163.27
1988-07-29,1178.53
1988-08-01,1190.67
1988-08-02,1187.11
1988-08-03,1192.42
1988-08-04,1182.98
1988-08-05,1193.87
1988-08-08,1202.28
1988-08-09,1193.46
1988-08-10,1174.99
1988-08-11,1162.76
1988-08-12,1172.61
1988-08-15,1170.44
1988-08-16,1158.61
1988-08-17,1175.03
1988-08-18,1180.39
1988-08-19,1164.47
1988-08-22,1165.98
1988-08-23,1151.46
1988-08-24,1161.68
1988-08-25,1164.65
1988-08-26,1156.58
1988-08-29,1150.97
1988-08-30,1164.3
1988-08-31,1169.46
1988-09-01,1154.33
1988-09-02,1152.92
1988-09-05,1173.43
1988-09-06,1176.77
1988-09-07,1182.54
1988-09-08,1186.86
1988-09-09,1186.59
1988-09-12,1199.83
1988-09-13,1211.24
1988-09-14,1224.05
1988-09-15,1226.42
1988-09-16,1229.28
1988-09-19,1248.47
1988-09-20,1243.04
1988-09-21,1257.8
1988-09-22,1250.07
1988-09-23,1250.44
1988-09-26,1254.93
1988-09-27,1252.54
1988-09-28,1239.9
1988-09-29,1248.01
1988-09-30,1253.68
1988-10-03,1243.28
1988-10-04,1245.26
1988-10-05,1252.26
1988-10-06,1257.58
1988-10-07,1265.06
1988-10-10,1283.67
1988-10-11,1275.52
1988-10-12,1263.0
1988-10-13,1269.27
1988-10-14,1284.51
1988-10-17,1282.75
1988-10-18,1299.59
1988-10-19,1309.23
1988-10-20,1288.44
1988-10-21,1297.6
1988-10-24,1288.11
1988-10-25,1290.07
1988-10-26,1308.09
1988-10-27,1319.25
1988-10-28,1314.71
1988-10-31,1308.25
1988-11-01,1304.97
1988-11-02,1299.71
1988-11-03,1275.68
1988-11-04,1289.37
1988-11-07,1271.03
1988-11-08,1284.6
1988-11-09,1283.41
1988-11-10,1266.92
1988-11-11,1252.11
1988-11-14,1252.83
1988-11-15,1265.4
1988-11-17,1261.28
1988-11-18,1278.25
1988-11-21,1286.99
1988-11-22,1275.04
1988-11-23,1283.08
1988-11-24,1280.45
1988-11-25,1275.67
1988-11-28,1261.55
1988-11-29,1259.19
1988-11-30,1273.76
1988-12-01,1281.61
1988-12-02,1272.09
1988-12-05,1281.32
1988-12-06,1292.71
1988-12-07,1300.66
1988-12-08,1298.02
1988-12-09,1300.76
1988-12-12,1293.23
1988-12-13,1288.09
1988-12-14,1294.52
1988-12-15,1282.28
1988-12-16,1298.31
1988-12-19,1310.38
1988-12-20,1331.52
1988-12-21,1321.69
1988-12-22,1324.79
1988-12-23,1326.2
1988-12-27,1342.46
1988-12-28,1332.39
1988-12-29,1330.23
1989-01-02,1325.96
1989-01-03,1356.66
1989-01-04,1369.78
1989-01-05,1372.4
1989-01-06,1356.48
1989-01-09,1367.09
1989-01-10,1349.9
1989-01-11,1352.43
1989-01-12,1360.61
1989-01-13,1356.7
1989-01-16,1343.58
1989-01-17,1328.27
1989-01-18,1316.93
1989-01-19,1339.98
1989-01-20,1329.81
1989-01-23,1313.29
1989-01-24,1326.61
1989-01-25,1345.63
1989-01-26,1330.8
1989-01-27,1341.82
1989-01-30,1335.94
1989-01-31,1324.34
1989-02-01,1305.93
1989-02-02,1313.66
1989-02-03,1328.99
1989-02-06,1332.66
1989-02-07,1344.8
1989-02-08,1356.54
1989-02-09,1349.72
1989-02-10,1347.17
1989-02-13,1335.5
1989-02-14,1333.96
1989-02-15,1321.2
1989-02-16,1322.59
1989-02-17,1319.93
1989-02-20,1320.83
1989-02-21,1310.59
1989-02-22,1296.11
1989-02-23,1273.08
1989-02-24,1284.45
1989-02-27,1269.68
1989-02-28,1289.79
1989-03-01,1305.75
1989-03-02,1303.26
1989-03-03,1324.89
1989-03-06,1332.67
1989-03-07,1331.01
1989-03-08,1314.67
1989-03-09,1315.86
1989-03-10,1320.36
1989-03-13,1310.36
1989-03-14,1329.02
1989-03-15,1332.66
1989-03-16,1323.64
1989-03-17,1325.51
1989-03-20,1299.16
1989-03-21,1302.17
1989-03-22,1308.79
1989-03-23,1303.76
1989-03-28,1308.24
1989-03-29,1310.66
1989-03-30,1316.0
1989-03-31,1319.88
1989-04-03,1339.43
1989-04-04,1341.9
1989-04-05,1346.59
1989-04-06,1351.48
1989-04-07,1346.07
1989-04-10,1362.59
1989-04-11,1371.67
1989-04-12,1379.3
1989-04-13,1396.34
1989-04-14,1378.35
1989-04-17,1395.69
1989-04-18,1390.61
